,id,submitdate,lastpage,startlanguage,seed,age,sex,degree,d2[other],job,d5[other],risk_aver,best_intention,reciproc1,reciproc2_neg,fox,wsj,wp,cnn,abc,reuters,econ,nyt,time,forbes,none,d6[other],ladder_me,ladder_repub,ladder_demo,ladder_indep,pol_views,pol_party,d11[other],chatgpt_pol,bert_pol,llama_pol,chatgpt_know,chatgpt_use,chatgpt_perc_acc,llama_know,llama_use,llama_perc_acc,bert_know,bert_use,bert_perc_acc,openai_pol,meta_pol,twitter_pol,apple_pol,exxon_pol,chatgpt_att1,chatgpt_att2,chatgpt_att3,chatgpt_att4,chatgpt_att5,chatgpt_att6,bert_att1,bert_att2,bert_att3,bert_att4,bert_att5,bert_att6,llama_att1,llama_att2,llama_att3,llama_att4,llama_att5,llama_att6,p1id,reciproc2,reciproc,chatgpt_att_avg,llama_att_avg,chatgpt_pol_dis,openai_pol_dis,bert_pol_dis,llama_pol_dis,meta_pol_dis,job_int,deg_int
90,91,1980-01-01 00:00:00,5.0,en,2100763331,30.0,0,Undergraduate (University),,Homemaker,,10.0,4.0,10.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,4.0,6.0,6.0,6.0,4.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,7.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5f2f5cd4a0330f34f7f5f2fe,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,5,1
91,92,1980-01-01 00:00:00,5.0,en,551298737,34.0,1,Undergraduate (University),,Unemployed,,2.0,8.0,9.0,1.0,0,0,1,1,1,1,0,1,0,0,0,0,4.0,5.0,5.0,5.0,6.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5dc47ddd034b45342d3b2e3a,10.0,9.5,3.0,2.8333333333333335,2.0,2.0,2.0,2.0,2.0,6,1
92,93,1980-01-01 00:00:00,5.0,en,1787369394,46.0,0,High school,,Homemaker,,9.0,9.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,2.0,7.0,5.0,5.0,-1,,6.0,3.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,7.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,570d891d42a1db000fc65b4d,8.0,9.0,3.6666666666666665,2.6666666666666665,1.0,1.0,2.0,1.0,2.0,5,3
93,94,1980-01-01 00:00:00,5.0,en,1803951435,20.0,1,Undergraduate (University),,Self-employed,,3.0,1.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,6.0,6.0,4.0,4.0,0,,4.0,5.0,3.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,63f78071721a6cacdd63d835,8.0,9.0,4.5,2.5,0.0,0.0,1.0,1.0,1.0,0,1
94,95,1980-01-01 00:00:00,5.0,en,563180428,26.0,0,Graduate (University),,Employed full-time,,5.0,4.0,7.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,5.0,5.0,5.0,5.0,Other,moderate,4.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,612d12ce0f3732a9a0782cf2,6.0,6.5,2.5,3.0,1.0,1.0,1.0,1.0,2.0,3,0
95,96,1980-01-01 00:00:00,5.0,en,651586603,41.0,0,High school,,Employed full-time,,4.0,1.0,10.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,4.0,7.0,-1,,7.0,7.0,7.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,60883e078fa7828e99acb69a,8.0,9.0,2.8333333333333335,2.8333333333333335,0.0,3.0,0.0,0.0,4.0,3,3
96,97,1980-01-01 00:00:00,5.0,en,375585681,42.0,0,Graduate (University),,Self-employed,,3.0,6.0,8.0,2.0,0,0,1,1,1,1,0,1,0,1,0,0,6.0,5.0,5.0,5.0,6.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5d5434e959f4b1001a6866e7,9.0,8.5,3.1666666666666665,3.0,2.0,2.0,2.0,2.0,3.0,0,0
97,98,1980-01-01 00:00:00,5.0,en,83295590,23.0,1,High school,,Unemployed,,8.0,3.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,7.0,7.0,6.0,4.0,0,,5.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,5.0,3.0,6.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5f06f35241fdb52794516c0f,9.0,9.0,4.833333333333333,3.0,1.0,1.0,0.0,0.0,1.0,6,3
98,99,1980-01-01 00:00:00,5.0,en,1064109276,50.0,1,Completed vocational training,,Employed full-time,,4.0,7.0,10.0,5.0,0,0,0,0,0,1,0,1,1,0,0,0,5.0,7.0,4.0,5.0,6.0,0,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,623474fa7e61d138f6e6fa44,6.0,8.0,4.5,3.6666666666666665,2.0,2.0,2.0,2.0,4.0,3,4
99,100,1980-01-01 00:00:00,5.0,en,1921299502,40.0,1,Undergraduate (University),,Employed full-time,,5.0,7.0,9.0,4.0,0,0,0,1,1,0,0,0,0,1,0,0,6.0,1.0,1.0,1.0,4.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6400d8fed4e36f282d474159,7.0,8.0,2.6666666666666665,3.0,0.0,1.0,0.0,0.0,1.0,3,1
101,102,1980-01-01 00:00:00,5.0,en,1170962505,47.0,0,Undergraduate (University),,Homemaker,,7.0,9.0,10.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,6.0,6.0,8.0,6.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.4,0,0,0.4,4.0,4.0,1.0,6.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6155e0bb17662cfd9293bfd5,10.0,10.0,4.166666666666667,3.0,2.0,2.0,2.0,2.0,2.0,5,1
102,103,1980-01-01 00:00:00,5.0,en,436096411,29.0,1,High school,,Self-employed,,4.0,3.0,9.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,3.0,4.0,0,,3.0,5.0,3.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,60e364349645120ba12a3d70,6.0,7.5,3.1666666666666665,3.0,1.0,0.0,1.0,1.0,1.0,0,3
103,104,1980-01-01 00:00:00,5.0,en,1663575202,39.0,0,Graduate (University),,Unemployed,,1.0,6.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,6.0,4.0,3.0,3.0,1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,7.0,7.0,7.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61042b4421f724dc8f6d80eb,10.0,9.5,1.8333333333333333,1.0,1.0,1.0,1.0,1.0,4.0,6,0
104,105,1980-01-01 00:00:00,5.0,en,1287748370,36.0,0,Completed vocational training,,Employed full-time,,8.0,7.0,10.0,6.0,0,0,0,0,0,0,0,0,0,0,0,AP,4.0,5.0,5.0,5.0,7.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,612d5aec388ae7382c6d9d59,5.0,7.5,3.0,2.8333333333333335,3.0,3.0,3.0,3.0,4.0,3,4
105,106,1980-01-01 00:00:00,5.0,en,2093183703,23.0,0,Undergraduate (University),,Employed full-time,,8.0,9.0,9.0,3.0,0,0,0,1,1,0,0,1,0,0,0,0,7.0,5.0,7.0,7.0,6.0,-1,,5.0,5.0,5.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,610882aada3f5f8784429163,8.0,8.5,3.8333333333333335,3.0,1.0,2.0,1.0,1.0,2.0,3,1
106,107,1980-01-01 00:00:00,5.0,en,2066311804,48.0,0,Completed vocational training,,Unemployed,,7.0,5.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,8.0,6.0,7.0,5.0,-1,,6.0,5.0,5.0,1,0,0.6,0,0,0.6,0,0,0.6,6.0,6.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,608a0175caaa968e48ae4b6d,10.0,9.0,3.5,3.5,1.0,1.0,0.0,0.0,1.0,6,4
107,108,1980-01-01 00:00:00,5.0,en,530110881,39.0,1,University of Applied Sciences degree,,Employed full-time,,4.0,4.0,10.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,6.0,5.0,5.0,6.0,-1,,5.0,5.0,5.0,1,1,0.8,0,0,0.8,0,0,0.8,6.0,7.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,5bf2337547415500011598f0,6.0,8.0,3.3333333333333335,3.1666666666666665,1.0,0.0,1.0,1.0,1.0,3,5
108,109,1980-01-01 00:00:00,5.0,en,142818866,34.0,1,Graduate (University),,Employed full-time,,4.0,3.0,7.0,5.0,0,0,0,1,1,0,0,1,1,0,0,0,6.0,6.0,7.0,7.0,5.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,5.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,5d474d1fab2d280015bb0110,6.0,6.5,4.166666666666667,3.0,1.0,0.0,1.0,1.0,2.0,3,0
109,110,1980-01-01 00:00:00,5.0,en,956345234,25.0,1,High school,,Unemployed,,3.0,5.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,5.0,5.0,5.0,4.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5ed427e3bcd0c00b58a177c0,10.0,9.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,6,3
110,111,1980-01-01 00:00:00,5.0,en,1444045147,24.0,0,Undergraduate (University),,Other,disabled,8.0,6.0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,6.0,5.0,6.0,3.0,0,,6.0,5.0,6.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,7.0,7.0,7.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5f839de3c11409537caccb9c,8.0,8.5,1.5,1.0,3.0,1.0,2.0,3.0,4.0,7,1
111,112,1980-01-01 00:00:00,5.0,en,893042500,20.0,1,High school,,Unemployed,,6.0,5.0,9.0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,3.0,5.0,5.0,5.0,7.0,-1,,5.0,4.0,4.0,1,1,0.6,0,0,0.6,0,0,0.6,5.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,613461a8b9035cf9b29ad84d,9.0,9.0,4.166666666666667,3.0,2.0,2.0,3.0,3.0,4.0,6,3
112,113,1980-01-01 00:00:00,5.0,en,1966708174,68.0,0,Completed vocational training,,Retired,,4.0,3.0,7.0,2.0,1,0,0,0,0,0,0,0,0,0,0,Simon Parkes,2.0,7.0,8.0,6.0,2.0,1,,6.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,6.0,7.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63651ebda2500601d3dd5365,9.0,8.0,2.1666666666666665,2.0,4.0,4.0,2.0,2.0,5.0,4,4
113,114,1980-01-01 00:00:00,5.0,en,1972018026,33.0,1,Undergraduate (University),,Employed full-time,,5.0,7.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,4.0,4.0,5.0,7.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,60b4f4b34e71c30513ecc1f5,9.0,8.5,3.0,3.5,3.0,3.0,3.0,3.0,2.0,3,1
114,115,1980-01-01 00:00:00,5.0,en,830038049,27.0,0,Undergraduate (University),,Student,,6.0,8.0,10.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,4.0,5.0,6.0,7.0,0,,4.0,3.0,3.0,1,1,0.8,0,0,0.6,0,0,0.6,3.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,603000ac19eaccdcf8b92e62,7.0,8.5,4.0,3.3333333333333335,3.0,4.0,4.0,4.0,5.0,1,1
115,116,1980-01-01 00:00:00,5.0,en,1144868080,28.0,0,Undergraduate (University),,Employed full-time,,1.0,9.0,9.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,8.0,1.0,6.0,1.0,1,,4.0,5.0,6.0,1,1,1.0,1,0,0.6,1,0,0.4,4.0,7.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,644a751dfb9657326732e7fb,10.0,9.5,5.0,2.5,3.0,3.0,4.0,5.0,6.0,3,1
116,117,1980-01-01 00:00:00,5.0,en,1738959087,39.0,1,Undergraduate (University),,Employed full-time,,4.0,3.0,8.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,5.0,6.0,4.0,6.0,-1,,4.0,4.0,3.0,1,0,0.8,0,0,0.6,0,0,0.6,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,559002fefdf99b3f7aada38f,8.0,8.0,3.5,2.3333333333333335,2.0,3.0,2.0,3.0,4.0,3,1
117,118,1980-01-01 00:00:00,5.0,en,1925859046,26.0,0,Graduate (University),,Employed full-time,,5.0,4.0,7.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,6.0,5.0,5.0,5.0,7.0,-1,,3.0,4.0,4.0,0,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,2.0,7.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5f616d5523e52610f1ac1a16,9.0,8.0,3.8333333333333335,3.6666666666666665,4.0,3.0,3.0,3.0,4.0,3,0
118,119,1980-01-01 00:00:00,5.0,en,1841603772,31.0,1,Undergraduate (University),,Unemployed,,3.0,7.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,7.0,5.0,7.0,6.0,-1,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,60ce9fa3d9f9a088647a62ba,10.0,9.5,3.5,3.5,2.0,3.0,2.0,2.0,4.0,6,1
119,120,1980-01-01 00:00:00,5.0,en,2123964647,29.0,1,Graduate (University),,Employed full-time,,1.0,2.0,8.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,3.0,4.0,5.0,5.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,5.0,6.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,60cec5dbf17b09ca3edf5d33,2.0,5.0,4.166666666666667,3.0,1.0,1.0,1.0,1.0,0.0,3,0
120,121,1980-01-01 00:00:00,5.0,en,1493061791,27.0,1,Secondary school,,Unemployed,,1.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,4.0,5.0,5.0,6.0,0,,6.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,6.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,58d7d2c2e9b6dc000129148a,10.0,10.0,2.5,3.0,0.0,0.0,2.0,2.0,1.0,6,9
121,122,1980-01-01 00:00:00,5.0,en,1435375345,38.0,0,High school,,Homemaker,,1.0,1.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,5.0,5.0,5.0,5.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,610e6880f784d836a872a9a5,4.0,5.0,4.166666666666667,3.0,1.0,1.0,1.0,1.0,0.0,5,3
122,123,1980-01-01 00:00:00,5.0,en,465946156,54.0,0,Graduate (University),,Employed part-time,,3.0,9.0,10.0,4.0,0,0,0,1,1,0,1,0,0,0,0,0,9.0,8.0,8.0,10.0,6.0,0,,7.0,7.0,7.0,1,1,0.8,0,0,0.4,1,1,0.8,6.0,7.0,7.0,7.0,6.0,4.0,1.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,6430821f33813b8a567a8723,7.0,8.5,3.3333333333333335,4.666666666666667,1.0,0.0,1.0,1.0,1.0,2,0
123,124,1980-01-01 00:00:00,5.0,en,713996046,33.0,0,Undergraduate (University),,Employed full-time,,9.0,6.0,9.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,8.0,8.0,8.0,7.0,-1,,4.0,4.0,4.0,0,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,60fd781f9fe1637567804499,9.0,9.0,4.166666666666667,3.8333333333333335,3.0,3.0,3.0,3.0,3.0,3,1
124,125,1980-01-01 00:00:00,5.0,en,183509787,55.0,0,High school,,Homemaker,,5.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,3.0,3.0,3.0,2.0,1,,4.0,4.0,4.0,0,0,0.4,0,0,0.4,0,0,0.4,4.0,7.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63d475f2b52ddc6fbab9ce52,10.0,10.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5,3
125,126,1980-01-01 00:00:00,5.0,en,2090733965,32.0,1,Undergraduate (University),,Employed full-time,,8.0,5.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,4.0,5.0,5.0,7.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5f35834258a6f754f9150404,6.0,6.5,3.8333333333333335,3.1666666666666665,3.0,2.0,3.0,3.0,5.0,3,1
126,127,1980-01-01 00:00:00,5.0,en,503431444,26.0,1,Other,AA,Employed full-time,,7.0,6.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,Social media pages,6.0,8.0,5.0,5.0,5.0,-1,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,628d0122bd2de9268f57e207,7.0,7.5,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3,7
127,128,1980-01-01 00:00:00,5.0,en,404983240,28.0,1,Elementary/high school diploma,,Employed full-time,,5.0,5.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,4.0,4.0,6.0,5.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5cd01055c24ebe0001f9fd40,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3,2
128,129,1980-01-01 00:00:00,5.0,en,69193637,32.0,0,Undergraduate (University),,Employed part-time,,5.0,4.0,7.0,1.0,0,0,1,1,0,1,0,1,0,0,0,0,3.0,5.0,5.0,5.0,6.0,0,,4.0,4.0,4.0,1,0,0.6,0,0,0.6,0,0,0.6,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5e544727059e3744ccdd4c3b,10.0,8.5,2.5,2.8333333333333335,2.0,2.0,2.0,2.0,3.0,2,1
129,130,1980-01-01 00:00:00,5.0,en,182245295,68.0,1,Undergraduate (University),,Self-employed,,4.0,8.0,10.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,7.0,2.0,7.0,6.0,6.0,-1,,5.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5de7f88b762dc2775b2265b8,9.0,9.5,3.8333333333333335,2.6666666666666665,1.0,2.0,2.0,2.0,3.0,0,1
130,131,1980-01-01 00:00:00,5.0,en,89121516,62.0,0,Undergraduate (University),,Self-employed,,8.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,"Newsmax, OAN, The Blaze, Breitbart, Epoch Times",9.0,7.0,8.0,6.0,1.0,1,,7.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,6.0,7.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,606609111ba10f35596db018,10.0,10.0,2.0,3.0,6.0,5.0,3.0,3.0,6.0,0,1
131,132,1980-01-01 00:00:00,5.0,en,1671755836,69.0,1,Completed vocational training,,Retired,,8.0,7.0,9.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,6.0,6.0,6.0,3.0,0,,4.0,4.0,4.0,1,0,0.8,0,0,0.6,0,0,0.6,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6148c0a6e2353cbbac1cd506,6.0,7.5,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4,4
132,133,1980-01-01 00:00:00,5.0,en,1905150701,27.0,0,Undergraduate (University),,Employed part-time,,7.0,6.0,8.0,5.0,0,0,0,1,1,0,0,1,0,0,0,0,7.0,8.0,7.0,6.0,6.0,-1,,4.0,4.0,4.0,1,1,0.8,0,0,0.6,0,0,0.6,5.0,5.0,2.0,6.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,612e9fb57400639a88cfae33,6.0,7.0,4.166666666666667,3.5,2.0,1.0,2.0,2.0,1.0,2,1
133,134,1980-01-01 00:00:00,5.0,en,1851627484,24.0,0,Other,some college,Employed full-time,,6.0,5.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,5.0,5.0,5.0,4.0,0,,4.0,3.0,4.0,1,1,0.6,0,0,0.4,0,0,0.6,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6102201d916cbe6d39df3b62,8.0,8.0,2.8333333333333335,3.0,0.0,1.0,1.0,0.0,2.0,3,7
134,135,1980-01-01 00:00:00,5.0,en,1672122728,38.0,0,University of Applied Sciences degree,,Employed full-time,,3.0,7.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,9.0,5.0,6.0,5.0,-1,,4.0,2.0,6.0,1,1,0.6,0,0,0.6,0,0,0.6,4.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,58c72acd444ade00010234d8,8.0,7.5,3.5,3.0,1.0,1.0,3.0,1.0,2.0,3,5
